ppd_id,PlanName,fy,system_id,PlanFullName,source_PlanBasics,FiscalYearType,PlanInceptionYear,PlanClosed,PlanYearClosed,AdministeringGovt,StateAbbrev,StateName,GovtName,PlanType,EmployeeTypeCovered,SocSecCovered,SocSecCovered_verbatim,CostStructure,EmployerType,CostSharing,BenefitsWebsite,EEGroupID,TierID,ActRptDate,fye,ActCostMeth_GASB,AssetValMeth_GASB,FundingMeth_GASB,InflationAssumption_GASB,InvestmentReturnAssumption_GASB,ActCostMethCode_GASB,AssetValMethCode_GASB,AssetSmoothingPeriod_GASB,FundingMethCode1_GASB,FundingMethCode2_GASB,UAALAmortPeriod_GASB,BlendedDiscountRate,AssetValMeth,PhaseIn,AssetValMeth_note,ActCostMeth,ActCostMeth_note,FundingMeth,FundingMeth_note,MktAssets_Smooth,ActAssets_Smooth,NetFlows_smooth,AssetValMethCode,SmoothingReset,GainlossConcept,GainLossBase_1,GainLossBase_2,GainLoss,GainLossPeriod,PhaseInPercent,PhaseInPeriods,PhaseInType,GainLossRecognition,AssetSmoothingBaseline,ExpectedReturnMethod,AddSubtractGainLoss,UpperCorridor,LowerCorridor,ActCostMethCode,FundMethCode_1,FundMethCode_2,PayrollGrowthAssumption,TotAmortPeriod,RemainingAmortPeriod,UAALYearEstablished,WageInflation,ActAssets_GASB,ActLiabilities_GASB,ActFundedRatio_GASB,UAAL_GASB,ActLiabilities_other,payroll,RequiredContribution,PercentReqContPaid,TotalPensionLiability,NetPosition,NetPensionLiability,ActAssets_est,ActLiabilities_est,ActFundedRatio_est,RequiredContribution_est,ActFundedRatio_GASB67,InvestmentConsultantName,InvestmentConsultantCode,InvestmentReturn_1yr,InvestmentReturn_2yr,InvestmentReturn_3yr,InvestmentReturn_4yr,InvestmentReturn_5yr,InvestmentReturn_7yr,InvestmentReturn_8yr,InvestmentReturn_10yr,InvestmentReturn_12yr,InvestmentReturn_15yr,InvestmentReturn_20yr,InvestmentReturn_25yr,InvestmentReturn_30yr,InvestmentReturn_LongTerm,InvestmentReturn_LTStartYear,GrossReturns,GeoReturn_est,GeoGrowth_est,InvestmentReturn_1yr_est,InvestmentReturn_5yr_est,InvestmentReturn_10yr_est,AvgReturn_3yr,AvgReturn_5yr,AvgReturn_10yr,expense_SecLendMgmtFees,contrib_EE_regular,contrib_ER_regular,contrib_ER_state,contrib_EE_PurchaseService,contrib_EE_other,contrib_ER_other,contrib_other,contrib_tot,FairValueChange_investments,FairValueChange_RealEstate,income_interest,income_dividends,income_InterestAndDividends,income_RealEstate,income_PrivateEquity,income_alternatives,income_international,income_OtherInvestments,expense_RealEstate,expense_PrivateEquity,expense_alternatives,expense_OtherInvestments,expense_investments,FVChange_SecLend,income_SecuritiesLending,expense_SecuritiesLending,income_SecuritiesLendingRebate,FVChange_SecLend_UG,income_OtherAdditions,income_net,expense_TotBenefits,expense_RetBenefits,expense_DisabilityBenefits,expense_DeathBenefits,expense_DROPBenefits,expense_SurvivorBenefits,expense_COLABenefits,expense_LumpSumBenefits,expense_OtherBenefits,expense_refunds,expense_AdminExpenses,expense_Depreciation,expense_OtherDeductions,expense_net,adjustment_MktAssets,MktAssets_net,BegMktAssets_net,contrib_ER_tot,contrib_other_tot,FairValueChange_tot,income_interest_dividends_tot,expense_investments_tot,SecLend_tot,investments_net,expense_other_tot,ContributionFY,ActuarialFirm,ActuarialFirmCode,NormCostRate_tot,NormCostRate_EE,NormCostRate_ER,ReqContRate_ER,ReqContRate_tot,NormCostAmount_tot,NormCostAmount_EE,NormCostAmount_ER,ReqContAmount_ER,ReqContAmount_tot,NormCostRate_tot_est,NormCostRate_EE_est,NormCostRate_ER_est,ReqContRate_ER_est,ProjectedPayroll,UAALRate,beneficiaries_DisabilityRetirees,beneficiaries_DependentSurvivors,actives_tot,ActiveSalaries,ActiveAge_avg,ActiveTenure_avg,ActiveSalary_avg,InactiveVestedMembers,InactiveNonVested,beneficiaries_tot,benefits_tot,BeneficiaryAge_avg,BeneficiaryBenefit_avg,beneficiaries_ServiceRetirees,benefits_ServiceRetirees,ServiceRetireeAge_avg,ServiceRetireeBenefit_avg,ServiceRetAge_avg,ServiceRetTenure_avg,benefits_DisabilityRetirees,beneficiaries_survivors,beneficiaries_SpousalSurvivors,beneficiaries_other,DROPMembers,OtherMembers,TotMembership,ActiveSalary_avg_est,BeneficiaryBenefit_avg_est,PVFB_InactiveNonVested,PVFB_active,PVFB_InactiveVested,PVFB_retiree,PVFB_other,PVFB_tot,PVFNC_tot,PVFNC_EE,PVFNC_ER,PVFS,MktAssets_ActRpt,ActAssets_AVA,ActLiabilities_EAN,ActLiabilities_PUC,TotFund_BnchmrkRtrn,EQTotal_Rtrn,EQTotal_Actl,EQTotal_Trgt,FITotal_Rtrn,FITotal_Actl,FITotal_Trgt,RETotal_Rtrn,RETotal_Actl,RETotal_Trgt,AltMiscTotal_Rtrn,AltMiscTotal_Actl,AltMiscTotal_Trgt,PETotal_Rtrn,PETotal_Actl,PETotal_Trgt,HFTotal_Rtrn,HFTotal_Actl,HFTotal_Trgt,COMDTotal_Rtrn,COMDTotal_Actl,COMDTotal_Trgt,CashTotal_Rtrn,CashTotal_Actl,CashTotal_Trgt,OtherTotal_Rtrn,OtherTotal_Actl,OtherTotal_Trgt
119,Washington PERS 2/3,2011,100,Washington Public Employeesí Retirement System,,1,1977,0,,0,WA,Washington,Washington,1,Plan covers state and local employees,1,Plan members covered by Social Security,"Multiple employer, cost sharing plan",2,1,http://www.drs.wa.gov/publications/publications.html,0,0,6/30/11,6/30/11,Aggregate Cost,8-year maximum graded smoothed fair value,,0.03,0.079,4,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0375,20997000,18815000,1.116,-2182000,0,8148000,408600,0.8,,,,0,0,0,,,PCA,4,0.2114,,0.019,,0.0486,,,0.06615,,,,,,,,1,0.05406,0,0,0,1,0.038,0.063,0.075,,263885,328258,,,18407,,,610550,3035259,,202183,292092,494275,,,,,,,,,,-66056,,5325,-345,,,12447,4091455,-310943,-310943,,,,,,,,-33686,-8325,,-8528,-361482,,20098636,16368663,328258,18407,3035259,494275,-66056,4980,3468458,-8528,2013,Internal actuarial services,7,0.0995,0.0492,0.0503,0.0903,0.1395,,,,,,0,0,0,0,,0.04,,,144684,8148000,,,56.316,28136,94340,26099,331000,,12.682,26099,,,,,,,,,0,,,198919,1,1,,,,3886000,,,,,,,20097000,,,,0.227,0.31,0.3683,0.37,0.0748,0.1955,0.2,0.1439,0.1377,0.13,,0,0,0.2433,0.2509,0.25,,0.0204,0,0.0661,0.0115,0.05,0.0018,0.0157,0,,0,0
119,Washington PERS 2/3,2012,100,Washington Public Employeesí Retirement System,,1,1977,0,,0,WA,Washington,Washington,1,Plan covers state and local employees,1,Plan members covered by Social Security,"Multiple employer, cost sharing plan",2,1,http://www.drs.wa.gov/publications/publications.html,0,0,6/30/12,6/30/12,Aggregate Cost,8-year maximum graded smoothed fair value,,0.03,0.079,4,0,8,,,,,,-1122000; 1619000; 365000; -2742000; -615000; 397000; 124000,Gain and losses are recognized over various lengths of time depending on the magnitude of the gain loss.  Larger fluctuations are recognized over longer periods than smaller fluctuations.  The maximum recognition period is 8 years and minimum is 1 year.,,,,,20678000,22653000,281000,0,0,0,1,2,,0,0.85714,7,0,1,1,,0,1.3,0.7,,,,,,,,0.0375,22653000,20347000,1.113,-2306000,0,8193000,407700,0.94,,,,0,0,0,,,PCA,4,0.014,,0.1162,,0.0117,,,0.07472,,,,,,,,1,0.05066,0,0,0,1,0.119,0.023,0.083,,310160,385253,,,15969,,,711382,-125496,,204652,290733,495385,,,,,,,,,,-85208,,8724,,,,342,1005129,-376999,-376999,,,,,,,,-35716,-9082,,-2180,-423977,,20679788,20098636,385253,15969,-125496,495385,-85208,8724,293405,-2180,2014,Internal actuarial services,7,0.0977,0.0483,0.0494,0.0915,0.1398,,,,,,0,0,0,0,,0.0421,,,143955,8193000,,,56.914,28921,95834,29570,401000,,13.561,29570,,,,,,,,,0,,,202446,1,1,,22086000,1987000,4723000,,,,,,,20678000,,,,-0.021,-0.0578,0.3602,0.37,0.0551,0.2216,0.2,0.0857,0.1369,0.13,,0,0,0.0526,0.2602,0.25,,0.0057,0,0.0211,0.0135,0.05,0.0014,0.0019,0,,0,0
119,Washington PERS 2/3,2013,100,Washington Public Employeesí Retirement System,,1,1977,0,,0,WA,Washington,Washington,1,Plan covers state and local employees,1,Plan members covered by Social Security,"Multiple employer, cost sharing plan",2,1,http://www.drs.wa.gov/publications/publications.html,0,0,6/30/13,6/30/13,Aggregate Cost,8-year maximum graded smoothed fair value,,0.03,0.078,4,0,8,,,,,,735000; -935000; 1350000; 243000; -2057000; -410000; 198000,Gain and losses are recognized over various lengths of time depending on the magnitude of the gain loss.  Larger fluctuations are recognized over longer periods than smaller fluctuations.  The maximum recognition period is 8 years and minimum is 1 year.,,,,,23459000,24335000,221000,0,0,0,1,2,919000,0,0.8,7,0,1,1,,0,1.3,0.7,,,,,,,,0.0375,24335000,23798000,1.023,-537000,0,8339000,408300,0.95278,27729076,23456061,4273015,0,0,0,,0.8459,PCA,4,0.1236,,0.1133,,0.0381,,,0.0829,,,,,,,,1,0.0561,0,0,0,1,0.116,0.051,0.091,,315755,389020,,,19832,,,724607,2018293,,191007,431516,622523,,,,,,,,,,-84685,,293,10061,,,29,3291121,-460074,-460074,,,,,,,,-35679,-10560,,-5538,-511851,,23459058,20679788,389020,19832,2018293,622523,-84685,10354,2566485,-5538,2015,Internal actuarial services,7,0.1411,0.07,0.0711,0.1229,0.1929,,,,,,0,0,0,0,,0.0518,,,145053,8339000,,,57.489,29663,97381,33468,491000,,14.671,33468,,,,,,,,,0,,,208184,1,1,,,,6099000,,,,,,,,,,,0.119,0.1783,0.3771,0.37,0.008,0.2263,0.2,0.1786,0.1362,0.13,,0,0,0.1356,0.2381,0.25,0.3063,0.0053,0,-0.0175,0.0152,0.05,0.0016,0.0018,0,,0,0
119,Washington PERS 2/3,2014,100,Washington Public Employeesí Retirement System,,1,1977,0,,0,WA,Washington,Washington,1,Plan covers state and local employees,1,Plan members covered by Social Security,"Multiple employer, cost sharing plan",2,1,http://www.drs.wa.gov/publications/publications.html,0,0,6/30/14,6/30/14,Aggregate Cost,8-year graded smoothed fair value,,0.03,0.078,4,0,8,,,,0.075,,2284000; 551000; -748000; 1080000; 12000; -1371000; -205000,Gain and losses are recognized over various lengths of time depending on the magnitude of the gain loss.  Larger fluctuations are recognized over longer periods than smaller fluctuations.  The maximum recognition period is 8 years and minimum is 1 year.,,,,,28099000,26386000,177000,0,0,0,1,2,2610000,0,0.8,7,0,1,1,,0,1.3,0.7,,,,,,,,0.0375,26386300,29321300,0.9,2935000,0,8718700,441677,0.97434,30120170,28098809,2021361,0,0,0,,0.93289,PCA,4,0.1706,,0.1007,,0.1283,,,0.0835,,,,,,,,1,0.06389,0,0,0,0,0.103,0.13,0.092,,346270,430345,,,21981,,,798596,3922917,,434023,195390,629413,,,,,,,,,,-107393,,141,10805,,,44,5254523,-565660,-565660,,,,,,,,-35202,-9977,,-2441,-613280,,28100300,23459058,430345,21981,3922917,629413,-107393,10946,4455883,-2441,2015,Internal actuarial services,7,0.1463,0.0726,0.0737,0.1248,0.1974,,,,,,0,0,0,0,,0.0511,,,147679,8718000,,,59.033,30538,98841,37776,,,14.974,37776,,,,,,,,,,,,215993,1,1,,,,,,,,,,,,,,,0.178,0.242,0.3797,0.37,0.0596,0.2505,0.2,0.1301,0.1236,0.15,,0,0,0.2002,0.223,0.23,0.3884,0.0044,0,0.0499,0.0163,0.05,0.0011,0.0024,0,,0,0
119,Washington PERS 2/3,2015,100,Washington Public Employeesí Retirement System,,1,1977,0,,0,WA,Washington,Washington,1,Plan covers state and local employees,1,Plan members covered by Social Security,"Multiple employer, cost sharing plan",2,1,http://www.drs.wa.gov/publications/publications.html,0,0,6/30/15,6/30/15,Aggregate Cost,8-year graded smoothed fair value,,0.03,0.077,4,0,8,,,,,,-669000; 1958000; 368000; -561000; 810000; 0; -686000,Gain and losses are recognized over various lengths of time depending on the magnitude of the gain loss.  Larger fluctuations are recognized over longer periods than smaller fluctuations.  The maximum recognition period is 8 years and minimum is 1 year.,,,,,29512000,28292000,117000,0,0,0,1,2,-892000,0,0.8,7,0,1,1,,0,1.3,0.7,,,,,,,,0.0375,28292300,32007600,0.88,3715300,0,8984400,462098,0.96544,33085016,29511959,3573057,0,0,0,,0.892,PCA,4,0.0493,,0.1134,,0.1113,,,0.0755,,,,,,,,1,0.06291,0,0,0,0,0.115,0.114,0.084,,355350,446127,,,19475,,,820952,756342,,462292,186704,648996,,,,,,,,,,-110018,,206,11681,,,20,2128179,-665408,-665408,,,,,,,,-35497,-10591,,-1823,-713319,,29515160,28100300,446127,19475,756342,648996,-110018,11887,1307207,-1823,2016,Internal actuarial services,7,0.1595,0.0792,0.0803,0.1325,0.2117,,,,,,0,0,0,0,,0.0522,,,149370,8985000,,,60.153,31791,101538,41879,,,15.889,,,,,,,,,,,,,223040,1,1,,,,,,,,,,,,,,,0.013,0.0137,0.3727,0.37,0.003,0.2376,0.2,0.1429,0.1445,0.15,,0,0,0.1124,0.2204,0.23,-0.1038,0.0032,0,0.0363,0.0195,0.05,0.001,0.0021,0,,0,0
119,Washington PERS 2/3,2016,100,Washington Public Employeesí Retirement System,,1,1977,0,,0,WA,Washington,Washington,1,Plan covers state and local employees,1,Plan members covered by Social Security,"Multiple employer, cost sharing plan",2,1,http://www.drs.wa.gov/publications/publications.html,0,0,6/30/16,6/30/16,Aggregate Cost,8-year graded smoothed fair value,,0.03,0.077,4,0,8,,,,0.075,,-1293000;-446000;1632000;184000;-374000;540000;0,Gain and losses are recognized over various lengths of time depending on the magnitude of the gain loss.  Larger fluctuations are recognized over longer periods than smaller fluctuations.  The maximum recognition period is 8 years and minimum is 1 year.,,,,,30483000,30262000,251000,0,0,0,1,2,242000,0,0.8,7,0,1,1,,0,1.3,0.7,,,,,,,,0.0375,30262000,34759000,0.87,4497000,0,9502000,662898,0.8498,35517545,30482624,5034921,0,0,0,,0.85824,PCA,4,0.0265,,0.0803,,0.0751,,,0.0618,,,,,,,,1,0.0606,0,0,0,0,0.082,0.077,0.07,,472528,563328,,,24745,,,1060601,168034,,482056,192607,674663,,,,,,,,,,-120667,,5048,-1602,,,13092,1799169,-776213,-776213,,,,,,,,-36302,-12023,,-4740,-829278,,30485052,29515160,563328,24745,168034,674663,-120667,3446,725476,-4740,2017,Internal actuarial services,7,0.1679,0.0834,0.0845,0.135,0.2184,,,,,,0,0,0,0,,0.0505,,,152917,9502000,,,62.138,32669,104588,46275,,,16.774,,,,,,,,,,,,,231861,1,1,,,,,,,,,,,,,,,-0.005,-0.026,0.3795,0.37,0.0477,0.2204,0.2,0.4043,0.1578,0.15,,0,0,0.0467,0.2096,0.23,-0.048,0.0007,0,-0.0077,0.0294,0.05,0.0032,0.0026,0,,0,0
119,Washington PERS 2/3,2017,100,Washington Public Employeesí Retirement System,,1,1977,0,,0,WA,Washington,Washington,1,Plan covers state and local employees,1,Plan members covered by Social Security,"Multiple employer, cost sharing plan",2,1,http://www.drs.wa.gov/publications/publications.html,0,0,6/30/17,6/30/17,Aggregate Cost,8 Year Smoothing Period,,0.0275,0.075,4,0,8,,,,,,1679000;-1035000;-223000;1305000;0;-187000;270000,Gain and losses are recognized over various lengths of time depending on the magnitude of the gain loss.  Larger fluctuations are recognized over longer periods than smaller fluctuations.  The maximum recognition period is 8 years and minimum is 1 year.,,,,,35001000,33191000,210000,0,0,0,1,2,1809000,0,0.8,7,0,1,1,,0,1.3,0.7,,,,,,,,0.0375,33191000,37166000,0.89,3975000,0,10016000,700769,0.88749,38475325,35000803,3474522,0,0,0,,0.9097,PCA,4,0.1344,,0.0691,,0.0995,,,0.0547,,,,,,,,1,0.0648,0,0,0,0,0.07,0.101,0.062,,486407,621927,,,32159,,,1140493,3670712,,569960,213459,783419,,,,,,,,,,-144035,,5145,-2306,,,14573,5468001,-894229,-894229,,,,,,,,-37374,-14218,,-5999,-951820,,35001232,30485052,621927,32159,3670712,783419,-144035,2839,4312935,-5999,2018,Internal actuarial services,7,0.1582,0.079,0.0792,0.1268,0.2058,,,,,,0,0,0,0,,0.0476,,,156877,10016000,,,63.846,33394,107483,50799,,,17.603,,,,,,,,,,0,,,241070,1,1,,,,,,,,,,,,,,,0.134,0.1895,0.3938,0.37,0.0242,0.1931,0.2,0.1012,0.1699,0.15,,0,0,0.1681,0.204,0.23,-0.1133,0.0003,0,0.1627,0.0381,0.05,0.008,0.0008,0,,0,0
119,Washington PERS 2/3,2018,100,Washington Public Employeesí Retirement System,,1,1977,0,,0,WA,Washington,Washington,1,Plan covers state and local employees,1,Plan members covered by Social Security,"Multiple employer, cost sharing plan",2,1,http://www.drs.wa.gov/publications/publications.html,0,0,6/30/18,6/30/18,Aggregate Cost,8-year graded smoothed fair value,,0.0275,0.075,4,0,8,,,,,,,Gain and losses are recognized over various lengths of time depending on the magnitude of the gain loss.  Larger fluctuations are recognized over longer periods than smaller fluctuations.  The maximum recognition period is 8 years and minimum is 1 year.,,,,,38685000,36601000,325000,,,,,2,,,0.8,7,,1,1,,0,1.3,0.7,,,,,,,,,36601000,40024000,0.91,3423000,0,10530000,836652,0.93052,40392728,38685317,1707411,0,0,0,,0.95773,PCA,4,0.102,,0.0867,,0.0953,,,0.0663,,,,,,,,1,0.06684,0,0,0,0,0.088,0.097,0.074,,601333,778525,,,35074,,,1414932,2672265,,649307,220434,869741,,,,,,,,,,-194575,,7300,-4606,,,16146,4781203,-1033728,-1033728,,,,,,,,-42277,-13774,,-4695,-1094474,,38687960,35001232,778525,35074,2672265,869741,-194575,2694,3350125,-4695,2018,Internal actuarial services,7,0.1494,0.0746,0.0748,0.1156,0.1902,,,,,,0,0,0,0,,0.0408,,,158872,10530000,,,66.28,34146,110579,55629,,,18.583,,,,,,,,,,0,,,248647,1,1,,,,,,,,,,,,,,,0.078,0.1142,0.3424,0.32,0.0002,0.2352,0.2,0.1484,0.1717,0.18,,0,0,0.1668,0.2059,0.23,-0.458,0.0004,0,0.0427,0.0436,0.07,0.0149,0.0008,0,,0,0
119,Washington PERS 2/3,2019,100,Washington Public Employeesí Retirement System,,1,1977,0,,0,WA,Washington,Washington,1,Plan covers state and local employees,1,Plan members covered by Social Security,"Multiple employer, cost sharing plan",2,1,http://www.drs.wa.gov/publications/publications.html,0,0,6/30/19,6/30/19,Aggregate Cost,8-year graded smoothed fair value,,0.0275,0.075,4,0,8,,,,0.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40766000,42600000,0.96,1833000,0,11031000,883433,0.92841,43503168,42531828,971340,0,0,0,,0.97767,PCA,4,0.0836,,0.1065,,0.0785,,,0.1031,,,,,,,,1,0.06771,0,0,0,0,0.107,0.079,0.105,,641756,820188,,,26980,,,1488924,2794610,,697768,241298,939066,,,,,,,,,,-283229,,10311,-7610,,,49266,4991338,-1196473,-1196473,,,,,,,,-47782,-15108,,-14871,-1274234,,42536796,38819692,820188,26980,2794610,939066,-283229,2701,3453148,-14871,2019,Internal actuarial services,7,0.1272,0.0636,0.0636,0.1007,0.1643,,,,,,0,0,0,0,,0.0371,,,160501,11031000,,,68.729,35012,113586,54948,,,21.775,,,,,,,,,,0,,,250461,1,1,,,,,,,,,,,,,,,0.062,0.0598,0.3336,0.32,0.092,0.215,0.2,0.0866,0.1825,0.18,,0,0,0.1226,0.2149,0.23,0.2047,0.0014,0,0.0311,0.0513,0.07,0.0243,0.0013,0,,0,0
119,Washington PERS 2/3,2020,100,Washington Public Employeesí Retirement System,,1,1977,0,,0,WA,Washington,Washington,1,Plan covers state and local employees,1,Plan members covered by Social Security,"Multiple employer, cost sharing plan",2,1,http://www.drs.wa.gov/publications/publications.html,0,0,6/30/19,6/30/20,Aggregate Cost,8-year graded smoothed fair value,,0.0275,0.075,4,0,8,,,,0.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40766000,42600000,0.96,1833000,0,11610353,919540,1.00627,46030536,44751593,1278943,0,0,0,,0.97222,,,0.0371,,0.0739,,0.076,,,0.0935,,,,,,,,1,0.06616,0,0,0,0,0.074,0.077,0.095,,721305,925303,,,33314,,,1679922,1235167,,713296,215161,928457,,,,,,,,,,-234372,,6784,-3984,,,54059,3666033,-1366899,-1366899,,,,,,,,-44008,-17144,,-17636,-1445687,,44757144,42536796,925303,33314,1235167,928457,-234372,2800,1932052,-17636,,,,0.1272,0.0636,0.0636,0.1007,0.1643,,,,,,0,0,0,0,,,,,160501,11031000,,,68.729,35012,113586,54948,,,21.775,,,,,,,,,,0,,,250461,0,0,,,,,,,,,,,,,,,0.039,0.0049,0.3356,0.32,0.0925,0.2129,0.2,0.0797,0.1843,0.18,,0,0,-0.0016,0.2103,0.23,-0.0889,0.0024,0,-0.0011,0.0536,0.07,0.0159,0.0009,0,,0,0
